"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q1",22.09577,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q2",22.54942,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q3",20.8942,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q4",19.83325,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q1",19.68033,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q2",19.21909,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q3",18.85049,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q4",19.18802,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q1",19.04563,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q2",20.46421,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q3",20.09382,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q4",20.92471,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q1",22.63266,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q2",24.19804,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q3",26.54494,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q4",26.65264,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q1",26.19339,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q2",24.7795,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q3",24.36385,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q4",23.57336,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q1",22.86614,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q2",22.73049,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q3",22.35644,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q4",22.84808,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q1",22.87373,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q2",23.16072,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q3",24.24804,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q4",24.37528,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q1",24.19086,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q2",23.7768,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q3",23.3443,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q4",22.787,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q1",22.94557,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q2",23.29649,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q3",22.40509,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q4",22.62367,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q1",21.08788,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q2",20.84948,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q3",19.99736,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q4",18.66546,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q1",19.53197,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q2",18.80266,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q3",18.46427,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q4",17.99134,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q1",18.05738,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q2",18.01827,
"SWE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q3",18.30096,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q1",11.29052,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q2",10.40962,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q3",10.71587,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q4",11.29887,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q1",11.62774,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q2",11.86944,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q3",11.96017,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q4",12.00042,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q1",12.07629,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q2",12.42517,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q3",13.35415,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q4",14.18866,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q1",14.60491,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q2",15.83988,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q3",17.29415,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q4",17.33965,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q1",17.65633,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q2",24.84585,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q3",22.74982,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q4",22.37401,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q1",23.01768,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q2",22.64202,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q3",21.39257,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q4",20.33528,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q1",19.56733,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q2",19.77423,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q3",19.45766,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q4",20.0988,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q1",20.11438,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q2",20.48357,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q3",20.98089,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q4",21.17803,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q1",21.84856,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q2",23.13168,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q3",25.06039,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q4",24.82118,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q1",24.7057,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q2",23.37883,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q3",23.53596,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q4",22.70187,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q1",22.58848,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q2",22.6605,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q3",21.49955,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q4",21.57362,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q1",21.58377,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q2",21.81815,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q3",22.4863,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q4",22.95415,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q1",22.66093,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q2",22.39931,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q3",22.87734,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q4",21.21712,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q1",21.86748,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q2",21.58525,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q3",21.29889,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q4",21.02676,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q1",20.6769,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q2",19.98195,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q3",18.37667,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q4",17.74256,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q1",17.45971,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q2",17.07648,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q3",16.79957,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q4",16.97919,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q1",16.98028,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q2",17.0972,
"SWE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q3",17.51239,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","1998-Q2",4.691191,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","1999-Q2",6.55509,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2000-Q2",5.783457,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2001-Q2",5.73686,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2002-Q2",7.133378,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2003-Q2",8.27043,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2004-Q2",8.029441,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2005-Q2",8.451656,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q2",7.931472,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q2",6.894391,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q2",6.679389,
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q2",7.985775,"B"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q1",8.519334,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q2",7.303371,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q3",8.886894,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q4",6.420596,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q1",7.852266,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q2",6.850618,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q3",8.728254,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q4",6.606876,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q1",8.005042,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q2",6.070288,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q3",10.66902,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q4",9.577632,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q1",9.579579,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q2",6.604069,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q3",9.75161,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q4",8.863844,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q1",10.78218,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q2",8.013827,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q3",9.711365,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q4",6.013639,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q1",8.344156,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q2",7.831715,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q3",10.84599,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q4",9.819202,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q1",10.42122,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q2",6.686528,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q3",10.72437,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q4",7.125531,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q1",8.899371,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q2",6.566783,"E"
"CHE","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2017-Q3",10.41169,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1998-Q2",6.065515,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","1999-Q2",6.168488,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2000-Q2",5.004421,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2001-Q2",5.629315,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2002-Q2",5.577416,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2003-Q2",8.503804,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2004-Q2",7.708226,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2005-Q2",8.75544,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2006-Q2",7.701187,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2007-Q2",7.128614,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2008-Q2",7.017256,
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2009-Q2",8.49133,"B"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q1",9.545021,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q2",7.532129,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q3",9.365884,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2010-Q4",6.378205,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q1",7.949857,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q2",6.012607,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q3",9.174877,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2011-Q4",7.582127,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q1",7.978893,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q2",6.20155,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q3",9.920025,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2012-Q4",9.095223,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q1",8.882611,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q2",7.482552,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q3",10.23746,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2013-Q4",8.34761,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q1",9.617538,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q2",7.810728,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q3",10.83752,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2014-Q4",6.13325,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q1",7.365347,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q2",6.906759,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q3",10.82531,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2015-Q4",10.05456,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q1",8.44691,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q2",6.902246,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q3",11.16904,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2016-Q4",7.75351,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q1",7.947444,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q2",6.852036,"E"
"CHE","YOUTHUNEMP","TOT","PC_YOUTHLF","Q","2017-Q3",10.44566,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1998-Q2",7.635943,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","1999-Q2",5.773343,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2000-Q2",4.102947,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2001-Q2",5.478451,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2002-Q2",3.920876,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2003-Q2",8.716876,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2004-Q2",7.366548,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2005-Q2",9.077862,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2006-Q2",7.451923,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2007-Q2",7.392996,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2008-Q2",7.378443,
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2009-Q2",8.999351,"B"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q1",10.56361,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q2",7.778533,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q3",9.870704,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2010-Q4",6.363938,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q1",8.084415,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q2",5.141727,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q3",9.614168,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2011-Q4",8.641975,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q1",7.951963,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q2",6.34163,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q3",9.102605,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2012-Q4",8.544411,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q1",8.119658,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q2",8.42602,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q3",10.74887,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2013-Q4",7.773176,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q1",8.388158,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q2",7.591973,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q3",12.0944,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2014-Q4",6.255865,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q1",6.387808,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q2",5.951187,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q3",10.80386,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2015-Q4",10.28999,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q1",6.409018,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q2",7.116969,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q3",11.58867,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2016-Q4",8.448442,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q1",6.956238,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q2",7.194492,"E"
"CHE","YOUTHUNEMP","WOMEN","PC_YOUTHLF","Q","2017-Q3",10.48308,"E"
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q1",16.8556,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q2",15.8555,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q3",15.35326,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2006-Q4",15.58484,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q1",16.50301,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q2",16.668,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q3",18.17346,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2007-Q4",17.01213,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q1",17.02209,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q2",15.85249,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q3",17.98961,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2008-Q4",21.87756,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q1",23.21843,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q2",24.86882,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q3",21.89559,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2009-Q4",21.99182,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q1",21.23897,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q2",19.34078,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q3",18.50174,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2010-Q4",17.76826,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q1",16.27012,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q2",16.29612,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q3",15.77404,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2011-Q4",13.85683,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q1",14.41842,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q2",14.94437,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q3",13.94425,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2012-Q4",15.01409,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q1",15.43007,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q2",14.98621,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q3",15.8715,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2013-Q4",15.58722,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q1",14.38236,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q2",16.71245,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q3",18.02559,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2014-Q4",17.35209,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q1",16.25824,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q2",16.2268,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q3",16.38753,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2015-Q4",16.93806,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q1",15.68156,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q2",17.23103,
"TUR","YOUTHUNEMP","MEN","PC_YOUTHLF","Q","2016-Q3",17.7781,
